"REF_NO","children","age_band","status","occupation","occupation_partner","home_status","family_income","self_employed","self_employed_partner","year_last_moved","TVarea","post_code","post_area","Average.Credit.Card.Transaction","Balance.Transfer","Term.Deposit","Life.Insurance","Medical.Insurance","Average.A.C.Balance","Personal.Loan","Investment.in.Mutual.Fund","Investment.Tax.Saving.Bond","Home.Loan","Online.Purchase.Amount","Revenue.Grid","gender","region","Investment.in.Commudity","Investment.in.Equity","Investment.in.Derivative","Portfolio.Balance"
6634,"Zero","55-60","Divorced/Separated","Retired","Unknown","Own Home","< 8,000, >= 4,000","No","No",1973,"Tyne Tees","TS26 0UL","TS26",10.49,0,19.49,45.97,138.36,48.92,0,136.36,28.99,0,536.86,1,"Female","North",42.86,125.19,66.43,229.98
1447,"Zero","65-70","Partner","Retired","Retired","Own Home","<25,000, >=22,500","No","No",1991,"TV South West","PL19 0PL","PL19",79.97,0,0,160.92,0,74.98,0,25.98,0,5.49,0,2,"Female","South West",48.18,17.74,43.65,106.94
7168,"Zero","51-55","Partner","Unknown","Professional","Own Home",">=35,000","No","No",1983,"HTV","BA21 4NR","BA21",0,224.48,114.91,0,48.47,19.49,0,49.96,29.98,1.99,0,2,"Female","South West",77.57,16.9,24.65,90.59
4232,"Zero","45-50","Partner","Unknown","Unknown","Own Home","<27,500, >=25,000","No","Yes",1986,"Central","NG14 6HL","NG14",0,77.96,0.51,12.36,11.99,24.46,6.99,21.99,0,4.98,0,2,"Female","East Midlands",20.56,9.74,12.97,82.17
109,"Zero","31-35","Single/Never Married","Secretarial/Admin","Retired","Live in Parental Hom","<15,000, >=12,500","No","No",1998,"Scottish TV","PA1 2TT","PA1",35,39.49,53.97,99.93,14.48,22.45,11.47,47.46,0,1.99,0,2,"Female","Scotland",48.57,13.9,32.63,112.12
2406,"1","61-65","Partner","Retired","Retired","Own Home","<25,000, >=22,500","No","No",1963,"HTV","SA61 1EH","SA61",0,0,0,0,0,0,66.44,0,0,0,0,2,"Female","Wales",0,11.07,11.07,19.41
7444,"Zero","65-70","Widowed","Retired","Unknown","Rent from Council/HA","<15,000, >=12,500","No","No",1995,"Yorkshire","BD19 4SB","BD19",0,0,0,0,0,0,0,0,0,0,0,2,"Female","Unknown",0,0,0,-17.88
7046,"Zero","31-35","Single/Never Married","Professional","Unknown","Own Home",">=35,000","No","No",1998,"Meridian","CT5 1FB","CT5",0,28.95,103.89,149.38,98.75,101.95,0,11.99,11.59,1.49,68.94,2,"Male","South East",76.19,32.66,62.28,188.01
1756,"1","31-35","Partner","Unknown","Professional","Own Home",">=35,000","No","Yes",1990,"Granada","M30 9FS","M30",36.97,22.98,103.95,144.93,30.47,29.48,24.48,17.49,0,10.99,0,2,"Female","North West",67.86,13.74,41.14,115.81
10789,"Zero","71+","Widowed","Retired","Unknown","Own Home","<17,500, >=15,000","No","No",1962,"Granada","CH7 6UA","CH7",0,0,0,0,0,0,0,0,0,0,0,2,"Male","Wales",0,0,0,28.43
10793,"Zero","18-21","Single/Never Married","Other","Unknown","Rent from Council/HA","< 8,000, >= 4,000","No","No",1994,"Tyne Tees","DH4 6EW","DH4",149.98,0,28.97,43.98,19.96,114.46,0,115.34,4.99,0,0,1,"Female","North",48.58,39.13,49.79,153.85
4546,"Zero","45-50","Partner","Housewife","Retired","Own Home","<25,000, >=22,500","Yes","No",1980,"Yorkshire","HU16 5BA","HU16",0,93.45,71.97,79.39,23.45,35.45,0,24.48,0,1.74,9.99,2,"Female","Unknown",53.65,11.94,27.13,136.62
9634,"Zero","61-65","Partner","Retired","Retired","Own Home","<25,000, >=22,500","No","No",1986,"Granada","PR6 8AZ","PR6",0,0,0,0,0,1.99,0,0,0,2.24,0,2,"Female","North West",0,0.71,0.33,82.01
2860,"Zero","26-30","Single/Never Married","Professional","Unknown","Own Home","<22,500, >=20,000","No","No",1998,"Carlton","KT4 8LE","KT4",0,0,54.43,56.43,9.99,11.99,0,68.94,8,9.99,0,2,"Female","South East",24.17,16.49,25.89,51.21
10019,"1","31-35","Partner","Secretarial/Admin","Secretarial/Admin","Own Home",">=35,000","No","No",1996,"Meridian","L41 5PG","L41",24.95,130.86,113.93,26.86,21.98,99.88,30.46,0,1.2,0,17.01,2,"Female","North West",63.72,24.76,30.06,109.44
11372,"2","41-45","Partner","Professional","Unknown","Own Home",">=35,000","No","No",1997,"HTV","GL11 6DS","GL11",0,0,34.49,0,0,0,0,59.46,0,0,0,2,"Male","South West",6.9,9.91,9.91,38.74
7642,"Zero","51-55","Partner","Manual Worker","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1985,"Scottish TV","EH51 9UB","EH51",96.27,19.99,155.45,83.96,94.97,29.99,0,20.97,0,0,0,2,"Female","Scotland",90.13,8.49,38.32,99.29
2931,"Zero","18-21","Single/Never Married","Secretarial/Admin","Unknown","Live in Parental Hom",">=35,000","No","No",1913,"Carlton","IG11 9BA","IG11",173.38,89.45,40.48,475.28,203.3,122.43,244.84,81.45,66.97,19.96,566.23,1,"Female","South East",196.38,183.65,199.05,570.39
5290,"Zero","45-50","Partner","Housewife","Manual Worker","Own Home","<10,000, >= 8,000","No","No",1970,"Meridian","L40 2NZ","L40",106.95,0.55,0.01,14.98,34.98,0,0,14.48,9.49,4,4.49,2,"Female","North West",31.49,5.41,12.32,14.38
15,"Zero","51-55","Widowed","Professional","Unknown","Own Home",">=35,000","No","No",1997,"Meridian","L7 5QN","L7",0,49.47,59.48,235.78,9.48,95.93,0,51.95,0,4.48,12.98,2,"Female","North West",70.84,27.56,65.52,175.41
8011,"3","45-50","Partner","Professional","Housewife","Own Home","<27,500, >=25,000","No","No",1995,"Anglia","NN14 1QZ","NN14",44.46,19.99,0,50.97,0,8.99,0,27.48,0,7.48,0,2,"Male","East Midlands",23.08,7.33,14.57,79.91
678,"Zero","41-45","Partner","Professional","Secretarial/Admin","Own Home",">=35,000","No","No",1988,"Tyne Tees","HG2 9HJ","HG2",0.01,17.46,142.43,62.9,0,65.93,488.5,27.98,25.46,3.98,56.44,2,"Male","Unknown",44.56,111.38,111.8,269.46
4331,"Zero","55-60","Partner","Professional","Manual Worker","Own Home",">=35,000","No","Yes",1980,"Granada","WN6 7SA","WN6",0,0,0,0,0,0,21.98,0,0,0,0,2,"Female","North West",0,3.66,3.66,39.32
1929,"2","31-35","Single/Never Married","Secretarial/Admin","Manual Worker","Own Home","<17,500, >=15,000","No","No",1994,"Yorkshire","HX7 7LR","HX7",123.97,0,98.95,24.49,15.49,0,0,0,0,0,0,2,"Female","Unknown",52.58,0,6.66,42.66
3723,"Zero","61-65","Partner","Retired","Retired","Own Home","<27,500, >=25,000","No","No",1960,"Granada","FY5 3QN","FY5",9.99,0,121.95,0,9.99,0,9.99,0,0,0,0,2,"Female","North West",28.39,1.67,3.33,19.64
1370,"Zero","51-55","Partner","Secretarial/Admin","Housewife","Own Home","<22,500, >=20,000","No","No",1997,"Carlton","IG2 6SF","IG2",0,0,0,0,0,5.99,0,0,0,0,0,2,"Male","South East",0,1,1,54.12
3389,"1","22-25","Partner","Professional","Housewife","Own Home",">=35,000","No","No",1997,"Meridian","RG14 7JE","RG14",19.99,77.96,0,52.48,0,30.48,46.44,0,0,0,44.98,2,"Male","South East",30.09,20.32,21.57,107.07
3071,"Zero","51-55","Partner","Professional","Business Manager","Own Home",">=35,000","No","No",1995,"Carlton","GU16 5YF","GU16",84.49,0,83.49,0,0,34.49,0,0,0,0,0,2,"Male","South East",33.6,5.75,5.75,106.12
4910,"1","41-45","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<25,000, >=22,500","No","No",1994,"HTV","BS49 5HF","BS49",0,0,0,40.98,19.98,29.49,53.43,34.97,11.47,0,0,2,"Male","South West",12.19,21.56,31.72,155.03
10172,"Zero","45-50","Partner","Manual Worker","Professional","Own Home","<30,000, >=27,500","Yes","Yes",1980,"Grampian","AB32 6TE","AB32",0,0,0,0.51,24.98,0,49.95,0,29.98,0,0,1,"Female","Scotland",5.1,13.32,17.57,67.09
2847,"Zero","41-45","Widowed","Unknown","Housewife","Own Home","Unknown","No","No",1990,"Carlton","WD6 5DN","WD6",0,0,0,95.95,37.93,96.43,0,22.98,7.49,0,38.46,2,"Male","South East",26.78,27.56,43.46,102.64
3869,"Zero","51-55","Partner","Secretarial/Admin","Manual Worker","Rent Privately","<20,000, >=17,500","No","No",1993,"Carlton","DA8 3EL","DA8",0,0,0,0,0,0,0,0,0,0,219.49,1,"Female","South East",0,36.58,0,25.81
8696,"Zero","31-35","Partner","Secretarial/Admin","Manual Worker","Own Home","<25,000, >=22,500","No","No",1992,"Tyne Tees","TS10 5DR","TS10",0,29.99,96.95,50.48,6.48,24.99,23.99,13.99,1,0,0,2,"Female","North",36.78,10.66,20.16,-1.59
3755,"Zero","61-65","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1964,"Central","DY9 0XP","DY9",0,0,0,0,0,74.98,0,13.49,0,0,0,2,"Female","West Midlands",0,14.75,14.75,26.09
5725,"2","41-45","Widowed","Secretarial/Admin","Unknown","Own Home","<12,500, >=10,000","No","No",1992,"Anglia","NR32 5HE","NR32",0,124.96,0,45.48,0,57.46,0,10,12.48,9.99,0,2,"Female","East Anglia",34.09,14.99,20.9,100.99
4568,"Zero","55-60","Partner","Retired","Other","Own Home","< 4,000","No","No",1961,"Central","WS12 5DY","WS12",0,14.52,0,0,0,0,0,0,0,0,0,2,"Male","West Midlands",2.9,0,0,41.29
2669,"Zero","45-50","Partner","Professional","Professional","Own Home",">=35,000","Yes","No",1981,"Anglia","NR29 3PA","NR29",50.97,0.01,0,20.99,23.48,0.51,0,0,28.98,0,38.46,2,"Female","East Anglia",19.09,11.33,12.33,47.68
2543,"Zero","55-60","Single/Never Married","Retired","Unknown","Own Home","<10,000, >= 8,000","No","No",1997,"Meridian","CT14 9US","CT14",0,0,0,66.45,7.99,2.99,0,40.97,17.46,8.99,19.96,2,"Female","South East",14.89,15.06,22.64,35.73
4402,"2","36-40","Partner","Secretarial/Admin","Other","Own Home","<17,500, >=15,000","No","No",1985,"TV South West","DT3 6PT","DT3",0,0,92.45,0,0,39.99,245.81,9.99,0,0,84.98,2,"Female","South West",18.49,63.46,49.3,106.72
215,"Zero","65-70","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1967,"Tyne Tees","TS19 7AR","TS19",0,18,0,0,0,0,0,37.47,9.99,0,0,2,"Male","North",3.6,7.91,7.91,61.12
2343,"Zero","26-30","Single/Never Married","Professional","Professional","Own Home",">=35,000","No","No",1997,"Anglia","NR13 5HP","NR13",4.99,4.49,14.48,0,6.99,0,0,23.48,0,0,0,2,"Female","East Anglia",6.19,3.91,5.08,5.2
1065,"Zero","65-70","Partner","Manual Worker","Retired","Own Home","<22,500, >=20,000","No","No",1962,"Granada","WA13 0BJ","WA13",0,24.98,0,25.49,0,39.98,0,0,0,0,0,2,"Female","North West",10.09,6.66,10.91,1.75
4559,"2","26-30","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1998,"HTV","BA22 8QS","BA22",0,85.98,19.98,118.43,35.96,44.96,143.92,61.46,0,0,0,2,"Female","South West",52.07,41.72,67.46,159.67
509,"4+","41-45","Partner","Professional","Professional","Own Home",">=35,000","Yes","Yes",1902,"Central","DY5 1LH","DY5",0,156.89,0,146.37,0,83.94,0,26.97,1.3,14.47,0,2,"Male","West Midlands",60.65,21.11,43.1,110.46
9127,"Zero","61-65","Partner","Retired","Retired","Own Home","<22,500, >=20,000","No","No",1993,"Meridian","PO22 7NR","PO22",39.48,139.48,0,20.49,41.43,48.99,0,14.98,15.48,0,806.98,1,"Male","South East",48.18,147.74,23.56,181.15
9805,"Zero","55-60","Partner","Retired","Housewife","Own Home","<22,500, >=20,000","No","No",1988,"HTV","BA9 9BZ","BA9",131.97,0,0,0,0,0,0,0,0,0,0,2,"Male","South West",26.39,0,0,24.93
7021,"Zero","71+","Widowed","Retired","Unknown","Own Home","< 8,000, >= 4,000","No","No",1968,"Central","LE7 2AQ","LE7",31.47,0,0,0,0,0,0,0,21.48,0,119.44,1,"Female","East Midlands",6.29,23.49,3.58,31.57
5049,"1","31-35","Partner","Professional","Professional","Own Home",">=35,000","No","No",1995,"Granada","BL6 4EN","BL6",0,0.01,9.99,29.94,0,0,6.49,61.45,1.99,8.48,14.99,2,"Male","North West",7.99,15.57,16.65,17.76
898,"Zero","45-50","Partner","Housewife","Retired","Own Home","<22,500, >=20,000","No","Yes",1966,"Tyne Tees","DH9 7UQ","DH9",0,0.01,0,0.01,0,0,0,0,0,0,0,2,"Female","North",0,0,0,-4.02
9622,"Zero","61-65","Partner","Retired","Housewife","Own Home","<12,500, >=10,000","No","No",1960,"Meridian","TN15 6RL","TN15",0,0,0,0,0,0,15.98,5.49,0,0,0,2,"Male","South East",0,3.58,3.58,11.44
94,"Zero","45-50","Partner","Other","Other","Own Home","< 4,000","No","No",1994,"Ulster","BT43 7DT","BT43",53.98,244.9,19.99,65.96,11.47,111.39,0,235.83,0,12.46,0,2,"Female","Northern Ireland",79.26,59.95,70.78,183.71
3067,"1","31-35","Partner","Professional","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1996,"Carlton","HP5 2DT","HP5",0,29.99,0,93.96,19.99,48.96,0,98.4,9.99,0,3.99,2,"Male","South East",28.79,26.89,45.22,122.32
2197,"1","26-30","Partner","Professional","Professional","Own Home",">=35,000","No","No",1997,"Meridian","GU13 8HQ","GU13",0,119.45,11.48,250.83,4.49,49.45,257.28,133.79,0,0,21.98,2,"Female","South East",77.25,77.08,115.97,296.94
4378,"1","26-30","Partner","Housewife","Business Manager","Own Home","<25,000, >=22,500","No","No",1995,"Unknown","CH62 8BD","CH62",0,0,0,31.99,34.46,40.9,71.91,2.49,9.98,7.48,0,2,"Female","Unknown",13.29,22.13,31.96,84.6
3706,"Zero","36-40","Single/Never Married","Professional","Unknown","Own Home","<30,000, >=27,500","No","No",1994,"Tyne Tees","TS8 0UY","TS8",0,19.99,0,78.96,7.49,140.35,0,70.96,0,0,0,2,"Female","North",21.29,35.22,49.63,183.08
6965,"1","45-50","Partner","Manual Worker","Housewife","Own Home","<25,000, >=22,500","No","No",1970,"Yorkshire","DN36 4NE","DN36",57.47,0,0,58.98,34.97,46.97,13.99,8,0,25.42,7.98,2,"Male","Unknown",30.28,17.06,27.15,46.66
2829,"1","55-60","Partner","Secretarial/Admin","Retired","Own Home","<15,000, >=12,500","No","No",1939,"Central","B26 3SX","B26",0,0,0,34.99,19.46,65.47,106.92,44.46,25.94,0,0,2,"Female","West Midlands",10.89,40.47,49.54,130.82
5989,"Zero","65-70","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1986,"Anglia","NN16 9QU","NN16",0,24.99,29.47,0.02,17.97,4.98,0,61.96,4.99,0,0,2,"Female","East Midlands",14.49,11.99,14.99,11.63
2193,"Zero","55-60","Partner","Professional","Manual Worker","Rent from Council/HA","<20,000, >=17,500","No","No",1978,"Scottish TV","EH52 5BL","EH52",0,0,0,0,0,10.47,77.97,13.49,0,22.95,17.47,2,"Female","Scotland",0,23.73,16.99,84.11
11193,"Zero","65-70","Partner","Retired","Retired","Own Home","<17,500, >=15,000","Yes","No",1966,"Tyne Tees","TS19 7DN","TS19",0,0,0,0,34.99,0,0,0,4,0,4.49,2,"Female","North",7,1.42,6.5,27.45
9106,"Zero","55-60","Partner","Manual Worker","Business Manager","Own Home","<20,000, >=17,500","No","No",1967,"Grampian","PH22 1RR","PH22",0,0,0,0,0,0,36.45,39.92,0,0,0,2,"Female","Scotland",0,12.73,12.73,57.74
2138,"Zero","31-35","Partner","Other","Manual Worker","Own Home","<22,500, >=20,000","No","No",1987,"Anglia","PE14 0DE","PE14",0,0,0,92.97,0,92.4,0,0,24.48,121.92,0,2,"Female","East Anglia",18.59,39.8,34.98,116
11365,"Zero","55-60","Single/Never Married","Retired","Unknown","Own Home","< 8,000, >= 4,000","No","No",1987,"Tyne Tees","TS1 3EA","TS1",0,60.98,0,22.49,0,37.46,0,0.51,0,0,0,2,"Female","North",16.69,6.33,10.08,42.32
9450,"Zero","22-25","Single/Never Married","Unknown","Manual Worker","Own Home","<27,500, >=25,000","No","No",1996,"Yorkshire","S61 3HT","S61",59.98,154.46,39.98,248.4,0,103.95,0,31.48,19.99,0,0,1,"Female","Unknown",100.56,25.9,67.3,206.74
6757,"Zero","55-60","Partner","Housewife","Housewife","Own Home","<10,000, >= 8,000","No","No",1986,"Scottish TV","PA15 4AB","PA15",58.97,0.01,0,8.99,29.07,22.45,0,69.92,0,5.98,16.17,2,"Female","Scotland",19.41,19.09,21.74,78.57
3683,"1","41-45","Partner","Other","Other","Own Home","<27,500, >=25,000","No","No",1986,"Grampian","AB22 8NZ","AB22",0,0,0,0,0,0,0,0,0,0,0,2,"Female","Scotland",0,0,0,23.47
9198,"1","26-30","Partner","Business Manager","Unknown","Own Home","<25,000, >=22,500","No","No",1993,"Anglia","LU6 1TW","LU6",10.98,223.45,59.99,0,121.27,22.96,14.94,97.42,10.97,2.48,49.76,2,"Female","South East",83.14,33.09,44.59,160.8
6813,"Zero","26-30","Single/Never Married","Secretarial/Admin","Business Manager","Own Home",">=35,000","No","No",1998,"Granada","SK8 2HE","SK8",0,0,0,0.51,0,0,0,102.91,0,0,0,2,"Female","North West",0.1,17.15,17.24,15.16
2613,"Zero","71+","Partner","Retired","Retired","Own Home","<22,500, >=20,000","No","No",1986,"Yorkshire","BD20 8NH","BD20",0,23.47,0,23.97,0,0,0.01,132.88,0,0,0,2,"Female","Unknown",9.49,22.15,26.14,66.8
8906,"Zero","51-55","Partner","Business Manager","Secretarial/Admin","Own Home","<25,000, >=22,500","No","No",1983,"Carlton","M16 5DE","M16",0,0,24.49,29.99,0,0,0,0,0,0,0,2,"Male","North West",10.9,0,5,72.67
8930,"Zero","26-30","Partner","Professional","Professional","Own Home",">=35,000","No","No",1998,"Scottish TV","EH49 7JL","EH49",0,29.99,0,91.46,0,0,0,0,0,0,0,2,"Female","Scotland",24.29,0,15.24,13.34
5642,"Zero","Unknown","Unknown","Unknown","Unknown","Unclassified","Unknown","No","No",0,"Unknown","IM8 3NB","IM8",6.99,17.99,0,20.49,0,21.97,0,39.46,3.49,0,10.47,2,"Female","Isle of Man",9.09,12.57,14.24,29.97
10614,"Zero","55-60","Partner","Retired","Business Manager","Own Home","<27,500, >=25,000","No","No",1988,"Scottish TV","G83 8PJ","G83",0,0,45,25.98,9.99,0,0,0.51,0,0,0,2,"Female","Scotland",16.19,0.09,6.08,-9.44
11131,"Zero","65-70","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1961,"Carlton","IG3 9AT","IG3",58.47,24.99,49.47,109.45,6.99,0,0,27.48,0,0,0,2,"Male","South East",49.87,4.58,23.99,66.92
8089,"Zero","55-60","Partner","Secretarial/Admin","Retired","Own Home","<25,000, >=22,500","No","No",1971,"Yorkshire","HD8 9BX","HD8",0,0,0,83.97,24.47,0,0,0,0,0,0,2,"Female","Unknown",21.69,0,18.07,97.48
11335,"Zero","61-65","Divorced/Separated","Retired","Retired","Own Home","< 8,000, >= 4,000","No","No",1960,"Granada","PR9 7QN","PR9",0,148.36,123.92,152.33,39.98,42.45,0,45.96,0,0,0,2,"Female","North West",92.92,14.74,46.79,114.18
346,"Zero","55-60","Single/Never Married","Business Manager","Retired","Rent Privately",">=35,000","No","No",1997,"Central","HR1 4TB","HR1",0,30,120.44,191.88,112.84,2.99,13.59,32.96,21.96,23.92,11.47,2,"Female","West Midlands",91.03,17.82,62.7,121.72
6821,"Zero","51-55","Partner","Secretarial/Admin","Business Manager","Own Home","<22,500, >=20,000","No","No",1988,"Tyne Tees","TS22 5EZ","TS22",39.98,59.46,59.47,224.41,0,85.45,53.44,39.47,0,0,14.49,2,"Female","North",76.66,32.14,67.13,173.19
11121,"Zero","31-35","Single/Never Married","Manual Worker","Professional","Own Home",">=35,000","No","Yes",1997,"Meridian","BH21 1BA","BH21",185.44,0,29.49,0,9.49,0,0,0,0,0,0,1,"Male","South West",44.88,0,1.58,-9.28
9059,"Zero","41-45","Single/Never Married","Manual Worker","Unknown","Own Home","<12,500, >=10,000","No","No",1997,"Border","CA7 9RE","CA7",0,0,0,0,124.96,0,0,0,7.99,0,0,2,"Female","North",24.99,1.33,22.16,12.78
7985,"Zero","55-60","Single/Never Married","Manual Worker","Secretarial/Admin","Own Home","<25,000, >=22,500","No","No",1988,"HTV","CF38 1HG","CF38",0,0.03,0,52.47,0,24.99,0,84.38,0,0,0,2,"Male","Wales",10.5,18.23,26.97,40.03
10944,"Zero","61-65","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1988,"Scottish TV","FK6 5HN","FK6",0,0,0,0,12.99,33.98,0,11.99,0,0,0,2,"Female","Scotland",2.6,7.66,9.83,-11.63
11368,"Zero","51-55","Partner","Housewife","Manual Worker","Own Home","<20,000, >=17,500","No","No",1996,"HTV","TA8 1JS","TA8",0,0,0,68.46,0,0,3.98,66.94,0,0,0,2,"Female","South West",13.69,11.82,23.23,51.76
4083,"Zero","45-50","Partner","Professional","Professional","Own Home",">=35,000","No","No",1991,"HTV","SA3 3DB","SA3",0,0,0,15.97,0,11.49,0,130.41,0,0,0,2,"Female","Wales",3.19,23.65,26.31,39.1
4715,"Zero","36-40","Single/Never Married","Business Manager","Unknown","Own Home","<20,000, >=17,500","No","No",1989,"Carlton","WD2 4RH","WD2",0,0,0,0,0,0,27.48,0,0,0,0,2,"Male","South East",0,4.58,4.58,24.4
6564,"Zero","36-40","Single/Never Married","Professional","Professional","Own Home",">=35,000","Yes","No",1998,"Meridian","RH16 1LS","RH16",0,129.44,0,0,11.48,0,82.41,13.49,0,0,0,2,"Male","South East",28.18,15.98,17.9,63.24
3576,"1","41-45","Partner","Housewife","Business Manager","Own Home","<25,000, >=22,500","No","No",1993,"Tyne Tees","DH5 9AD","DH5",71.27,134.46,64.98,0,0,0,0,0,0,0,0,2,"Female","North",54.14,0,0,122.15
3477,"Zero","61-65","Widowed","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1969,"Central","NG9 5LE","NG9",0,45.48,0,142.42,7.98,18.95,0,0,1.49,0,0,2,"Male","East Midlands",39.18,3.41,28.47,35.22
6866,"Zero","55-60","Partner","Housewife","Retired","Own Home","<12,500, >=10,000","No","No",1961,"Anglia","NN2 8LX","NN2",0,17.49,0,81.97,0,0,63.45,4.99,0,0,0,2,"Female","East Midlands",19.89,11.41,25.07,69.48
3655,"2","26-30","Partner","Professional","Housewife","Own Home","<27,500, >=25,000","No","No",1992,"Yorkshire","S20 2PN","S20",0,27.99,27.99,0,4.99,0,0,0,0,7.98,0,2,"Male","Unknown",12.19,1.33,0.83,34.01
8599,"1","41-45","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1996,"Meridian","M41 4DB","M41",10.99,176.9,73.96,122.9,27.97,4.98,4.29,58.97,0,10.24,212.93,1,"Female","North West",82.54,48.57,36.52,105.47
8825,"1","26-30","Partner","Unknown","Secretarial/Admin","Own Home",">=35,000","Yes","No",1995,"Anglia","NR9 3PR","NR9",0,45.41,30,24.44,12,19.98,30.98,35.44,1.99,0,0,2,"Male","East Anglia",22.37,14.73,20.81,95.68
8877,"Zero","51-55","Divorced/Separated","Secretarial/Admin","Unknown","Own Home","<20,000, >=17,500","No","No",1998,"Yorkshire","HU15 1SE","HU15",0,105.96,0,121.4,0,0,0,0.01,0,0,0,2,"Female","Unknown",45.47,0,20.24,45.89
1913,"Zero","65-70","Partner","Retired","Retired","Own Home","<20,000, >=17,500","No","No",1990,"Meridian","PO4 0QL","PO4",0,19.99,0,34.97,0,0,0,0,0,0,0,2,"Female","South East",10.99,0,5.83,-27.34
11204,"2","41-45","Partner","Professional","Manual Worker","Own Home","<20,000, >=17,500","No","No",1973,"Yorkshire","DN11 0DN","DN11",0,75.95,29.99,137.89,0.01,129.87,6.99,90.92,0,4.99,0,2,"Female","Unknown",48.77,38.8,60.95,149.91
4601,"1","45-50","Partner","Manual Worker","Manual Worker","Own Home","<25,000, >=22,500","No","No",1975,"Central","NG16 2ES","NG16",0,46.98,13.99,99.95,0,102.97,0,24.98,1,39.15,0,2,"Female","East Midlands",32.18,28.02,38.15,162.46
10820,"Zero","61-65","Partner","Retired","Retired","Own Home","<10,000, >= 8,000","No","No",1968,"Tyne Tees","DH8 7DP","DH8",0,34.48,62.48,0,0,47.94,0,57.47,2,31.95,21.98,2,"Male","North",19.39,26.89,17.9,83.45
9688,"Zero","51-55","Partner","Professional","Other","Own Home",">=35,000","No","No",1977,"Meridian","M8 8DZ","M8",63.46,25.49,52.98,33.48,60.43,43.96,5.99,23.98,15.98,13.48,16.48,2,"Male","North West",47.17,19.98,30.64,141.68
8614,"2","45-50","Partner","Secretarial/Admin","Unknown","Own Home","<22,500, >=20,000","No","Yes",1981,"Anglia","NN16 9LD","NN16",0,0,25.88,97.95,17.07,71.96,108.88,52.45,19.99,2.24,0,2,"Female","East Midlands",28.18,42.59,61.38,162.16
5077,"2","36-40","Partner","Professional","Secretarial/Admin","Own Home",">=35,000","No","No",1997,"Central","WS9 9RB","WS9",11.98,75.95,16.99,77.46,40.93,147.67,16.99,152.92,1,4.99,178.9,1,"Female","West Midlands",44.66,83.75,72.83,200.24
6771,"Zero","51-55","Widowed","Manual Worker","Unknown","Own Home","< 8,000, >= 4,000","No","No",1996,"Tyne Tees","NE38 8RY","NE38",0.51,94.47,46.98,83.94,0,0,0,46.96,0,0,0,2,"Female","North",45.18,7.83,21.82,73.32
50,"Zero","61-65","Partner","Professional","Professional","Own Home","<25,000, >=22,500","No","No",1968,"HTV","SA6 6AT","SA6",0,94.44,0,0.53,0,5.99,0,31.47,0,0,0,2,"Male","Wales",18.99,6.24,6.33,-0.63
740,"3","41-45","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1908,"Yorkshire","WF2 7NE","WF2",0,0,59.48,0,25.49,0,42.46,0,0,0,0,2,"Female","Unknown",16.99,7.08,11.33,22.22
9956,"Zero","45-50","Widowed","Secretarial/Admin","Unknown","Own Home","<12,500, >=10,000","No","No",1996,"Tyne Tees","NE46 1PN","NE46",0,0.51,0,11.99,0,0,0,7.99,0,0,0,2,"Female","North",2.5,1.33,3.33,-9.1
1285,"Zero","45-50","Partner","Secretarial/Admin","Other","Own Home","<17,500, >=15,000","No","No",1982,"Meridian","TN12 9QF","TN12",0,35,0,0,0,33.5,0,0,0,0,0,2,"Male","South East",7,5.58,5.58,18.55
9456,"Zero","61-65","Partner","Retired","Retired","Own Home","< 8,000, >= 4,000","No","No",1978,"Granada","OL6 8TZ","OL6",0,44.48,0,25.99,4.99,68.49,0,49.47,0,0,0,2,"Female","North West",15.09,19.66,24.82,23.78
8191,"Zero","51-55","Partner","Retired","Unknown","Own Home","<25,000, >=22,500","No","Yes",1982,"Central","HR9 7RF","HR9",31.98,0,19.99,0,4.49,0,0,0,0,0,0,2,"Male","West Midlands",11.29,0,0.75,50.85
9707,"2","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1983,"Tyne Tees","SR8 1NB","SR8",0,0,0,0,0,0,0,45.96,0,0,0,2,"Female","North",0,7.66,7.66,42.64
4981,"Zero","51-55","Partner","Professional","Unknown","Own Home","<27,500, >=25,000","No","No",1994,"Meridian","BH18 9JH","BH18",0,69.48,0,72.95,32.47,24.99,0,65.94,0,0,0,2,"Male","South West",34.98,15.16,32.73,113.29
4113,"Zero","45-50","Partner","Secretarial/Admin","Retired","Own Home","<20,000, >=17,500","No","No",1966,"Granada","LL19 8RR","LL19",0,158.96,0,14.99,34.49,4.99,0,73.43,4.99,10.99,11.98,2,"Female","Wales",41.69,17.73,22.15,111.43
